Query       	qlen	Templa 	alnlen	preTMS	preTMS2	Z-score	SID	Description
WP_010939024.1	64	2LPE_A	64	0.3878	0.2235	5.738	1.6%	| Kinase suppressor of Ras 1; SAM DOMAIN, CC-SAM, COILED-COIL, SIGNALING; NMR {Mus musculus}
WP_010937803.1	82	2FM8_A	76	0.3875	0.2984	4.020	9.2%	| Surface presentation of antigens protein; type III secretion, chaperone, translocation; 2.2A {Salmonella typhimurium} SCOP: d.198.1.1
WP_010939409.1	85	1AJ3_A	76	0.3872	0.3486	3.767	5.3%	| ALPHA SPECTRIN; ELASTICITY, MEMBRANE SKELETON, SPECTRIN, COILED-COIL; NMR {Gallus gallus} SCOP: a.7.1.1
WP_014524624.1	671	6D04_E	606	0.3862	0.3421	6.798	6.4%	| Transferrin receptor protein 1, Serotransferrin; malaria, Plasmodium vivax, reticulocyte, invasion; HET: NAG, CO3; 3.74A {Homo sapiens}
WP_010940484.1	109	6TUN_A	109	0.3851	0.2729	3.019	5.5%	| General transcription and DNA repair; Helicase, DNA-repair, Transcription, Cell Cylcle; 2.07A {Homo sapiens}
WP_014524686.1	271	3A5X_A	271	0.3848	0.2638	4.506	12.2%	| Flagellin; FLAGELLIN, FLAGELLAR FILAMENT, HELICAL RECONSTRUCTION; 4.0A {Salmonella typhimurium}
WP_010938484.1	73	3O70_A	65	0.3819	0.3941	5.060	10.8%	| PHD finger protein 13; PHF13, Structural Genomics Consortium, SGC; HET: GOL; 1.85A {Homo sapiens}
WP_010938791.1	89	6OLE_S	88	0.3811	0.2491	4.792	15.9%	| ribosome/tRNA; selective stalling, drug-like molecule, human; HET: 4AC, 5MU, A2M, E3C, M7A, B8N, OMU, MG, B8Q, OMG, OMC, 6MZ, UR3, PSU, 5MC, MVM, MA6; 3.1A {Homo sapiens}
WP_010939325.1	60	1TAF_A	57	0.3808	0.3568	3.896	5.3%	| TFIID TBP ASSOCIATED FACTOR 42; TRANSCRIPTION INITIATION, HISTONE FOLD, COMPLEX; 2.0A {Drosophila melanogaster} SCOP: a.22.1.3
WP_010939462.1	176	5IFM_B	154	0.3804	0.2983	4.719	12.3%	| Non-POU domain-containing octamer-binding protein; DBHS protein RNA binding, RNA; HET: GOL, CL, PRO; 2.6A {Homo sapiens}
WP_164561638.1	48	5HUZ_B	48	0.3801	0.3801	4.334	4.2%	| Protein phosphatase 1 regulatory subunit; VASCULAR SMOOTH MUSCLE CELL, SIGNALING; NMR {Homo sapiens}
WP_010939435.1	116	1PN5_A	114	0.3770	0.3131	3.948	7.0%	| NACHT-, LRR- and PYD-containing protein; 5 ALPHA-HELIX BUNDLE, APOPTOSIS; NMR {Homo sapiens} SCOP: a.77.1.5
WP_010939335.1	487	6Y50_q	481	0.3770	0.2869	3.342	8.1%	| Splicing factor 3A subunit 3; 17S U2 snRNP, SPLICING; 4.1A {Homo sapiens}
WP_010937378.1	102	1KWA_A	87	0.3766	0.4157	3.658	6.9%	| HCASK/LIN-2 PROTEIN; PDZ DOMAIN, NEUREXIN, SYNDECAN, RECEPTOR; HET: SO4; 1.93A {Homo sapiens} SCOP: b.36.1.1
WP_010939461.1	337	6IAN_C	327	0.3761	0.3144	4.657	6.7%	| Intraflagellar transport protein 22; Intraflagellar transport protein 22, IFT74; HET: GTP, MSE; 3.2A {Trypanosoma brucei brucei (strain 927/4 GUTat10.1)}
WP_010937937.1	188	6FSF_A	188	0.3760	0.3073	5.747	4.8%	| GTPase-activating protein BEM3; Bem3, PX domain, PH domain; 2.2A {Saccharomyces cerevisiae S288C}
WP_010939969.1	139	5WLQ_A	135	0.3755	0.3363	5.178	9.6%	| Capsid assembly scaffolding protein,Myosin-7; Myosin, Gp7, Coiled-Coil, Eb1, MOTOR; HET: TMO; 3.104A {Bacillus phage phi29}
WP_010937545.1	187	1FLK_B	184	0.3749	0.3361	5.559	10.3%	| TNF RECEPTOR ASSOCIATED FACTOR 3; TNF SIGNALING, TRAF3, CD40-BINDING PROTEIN; 2.8A {Homo sapiens} SCOP: b.8.1.1, h.1.2.1
WP_010939082.1	67	6GQN_B	62	0.3747	0.3854	4.204	3.2%	| Cell cycle protein GpsB, PBP1A; Bacterial cell division regulator, peptidoglycan; HET: SO4; 1.8A {Streptococcus pneumoniae R6}
WP_010939029.1	323	6IG5_D	308	0.3744	0.2991	5.002	8.8%	| Argininosuccinate lyase (E.C.4.3.2.1); argininosuccinate lyase, fumarate, tetrameric structure; 2.078A {Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)}
WP_014524282.1	426	4YFK_L	420	0.3716	0.2983	3.828	7.6%	| Escherichia coli RNA polymerase alpha; switch region, squaramide, transcription-inhibitor complex; HET: 4C6; 3.571A {Escherichia coli O139:H28 (strain E24377A / ETEC)}
WP_010940557.1	97	1NKP_B	83	0.3682	0.3872	5.068	3.6%	| Myc proto-oncogene protein/Max protein/DNA; TRANSCRIPTION, DNA, bHLHZ, oncogene, heterodimer; 1.8A {Homo sapiens} SCOP: a.38.1.1
WP_010939007.1	279	5YIX_A	271	0.3660	0.3127	4.367	9.6%	| RNA polymerase sigma factor RpoD; Caulobacter crescentus, GcrA, sigma-interacting domain; HET: BU3; 2.302A {Caulobacter crescentus (strain NA1000 / CB15N)}
WP_010939898.1	183	6HXO_G	177	0.3653	0.2858	3.759	7.9%	| ATP-citrate lyase alpha-subunit; ATP citrate lyase, central metabolism; HET: FLC, MES; 1.5A {Chlorobium limicola}
WP_010939890.1	270	4B7J_A	267	0.3626	0.2614	4.267	11.2%	| NEURAMINIDASE; HYDROLASE, NEURAMINIDASE INHIBITOR, NAI, NAIS; HET: G39, NAG; 2.417A {INFLUENZA A VIRUS}
WP_010937839.1	47	2YY0_D	46	0.3614	0.3551	3.568	10.9%	| C-Myc-binding protein; conserved hypothetical protein, Structural Genomics; 2.4A {Homo sapiens}
WP_014524534.1	250	4BM5_A	233	0.3563	0.2891	4.325	6.0%	| SIMILAR TO CHLOROPLAST INNER MEMBRANE; PROTEIN TRANSPORT; 4.2A {CYANIDIOSCHYZON MEROLAE}
WP_010938685.1	155	6DK7_F	152	0.3555	0.2888	4.460	9.9%	| RetS (Regulator of Exopolysaccharide and; Histidine kinase, Inhibitor, Signaling protein; HET: CO; 2.6A {Pseudomonas aeruginosa}
WP_010940525.1	203	5B3H_E	182	0.3524	0.2314	4.170	8.2%	| Protein SCARECROW, Protein SHORT-ROOT, Zinc; Transcription factor, TRANSCRIPTION; 2.7A {Arabidopsis thaliana}
WP_014524365.1	83	1NLW_A	78	0.3510	0.3564	4.182	12.8%	| MAD PROTEIN/MAX PROTEIN/DNA; transcription factor, DNA, bHLHZ, TRANSCRIPTION-DNA; 2.0A {Homo sapiens} SCOP: a.38.1.1
WP_010938804.1	86	3V9R_A	80	0.3509	0.3455	6.192	3.8%	| Uncharacterized protein YOL086W-A, Uncharacterized protein; MHF1, MHF2, histone fold, Fanconi; 2.4A {Saccharomyces cerevisiae}
WP_010939744.1	160	1YPY_A	157	0.3454	0.3190	5.040	8.3%	| Virion membrane protein; Vaccinia virus, Orthopox, Variola virus; 1.51A {Vaccinia virus}
WP_010938459.1	63	3EBC_B	61	0.3437	0.1130	3.548	19.7%	| Type-2 restriction enzyme HincII (E.C.3.1.21.4); intermediate, mutant, dimerization, R-loop, Endonuclease; 2.55A {Haemophilus influenzae}
WP_150103631.1	77	2FTC_I	77	0.3433	0.2722	4.503	14.3%	| MITOCHONDRIAL RIBOSOME, LARGE SUBUNIT; MITOCHONDRIAL RIBOSOME, LARGE RIBOSOMAL SUBUNIT; 12.1A {Bos taurus}
WP_010939869.1	147	1I6Z_A	128	0.3277	0.3410	6.917	6.2%	| BAG-FAMILY MOLECULAR CHAPERONE REGULATOR-1; triple helix bundle, CHAPERONE; NMR {Mus musculus} SCOP: a.7.7.1
WP_010940510.1	83	3E6Z_X	73	0.3269	0.3321	4.749	4.1%	| Cation efflux system protein cusF; copper-binding, beta-barrel, OB-fold, metalloprotein, metal; 1.0A {Escherichia coli}
WP_010939618.1	106	6LCB_A	93	0.3234	0.3277	4.963	11.8%	| Segment polarity protein dishevelled homolog; Wnt signaling pathway, Signaling protein; HET: E83; 1.4A {Homo sapiens}
WP_014524284.1	62	4OGR_H	57	0.3206	0.3297	5.118	10.5%	| Cyclin-dependent kinase 9 (E.C.2.7.11.22, 2.7.11.23); P-TEFb, cyclin-dependent kinase 9, cyclin; HET: TPO, ADN, ACE; 3.0A {Homo sapiens}
WP_014524445.1	142	5NJ8_C	128	0.3190	0.2321	3.554	6.2%	| Aryl hydrocarbon receptor, Aryl hydrocarbon; basic helix loop helix PAS; HET: ER3; 3.3A {Homo sapiens}
WP_010937889.1	74	2KX2_A	73	0.3187	0.2837	5.060	11.0%	| Putative uncharacterized protein; methanobacterium thermoautotrophicum, structural genomics, UNKNOWN; NMR {Methanobacterium thermoautotrophicum}
WP_010939004.1	114	5K39_A	114	0.3165	0.2607	4.977	9.6%	| Cellulosome anchoring protein cohesin region; S-LAYER, SECRETED, CELL WALL, MEMBRANE; 1.98A {Ruminiclostridium thermocellum 27405}
WP_010938818.1	72	2YUN_A	66	0.3135	0.3013	5.029	6.1%	| Nostrin; Nitric oxide synthase trafficker, Structural; NMR {Homo sapiens}
WP_164928137.1	63	2LKZ_A	63	0.3114	0.2742	5.738	14.3%	| RNA-binding protein 5; RRM, RNA BINDING PROTEIN; NMR {Homo sapiens}
WP_014524200.1	217	6TNY_A	204	0.3066	0.1020	5.101	7.8%	| DNA polymerase delta catalytic subunit; Protein, REPLICATION; HET: DOC, TTP; 3.08A {Homo sapiens}
WP_010939397.1	134	6X66_HK	103	0.3040	0.2465	3.129	10.7%	| DotC, DotD, Type IV secretion; Secretion, T4SS, Dot, PROTEIN TRANSPORT;{Legionella pneumophila}
WP_150103622.1	88	4Z7A_A	81	0.3032	0.1162	7.269	6.2%	| Mycobacterium tuberculosis (3,3)L,D-Transpeptidase type 5; peptidoglycan, cell wall biosynthesis, carbapenems; HET: PEG, PGE; 1.98A {Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)}
WP_010939010.1	117	1RZ2_A	115	0.2949	0.1985	3.010	8.7%	| conserved hypothetical protein; Sortase B protein, B. anthracis; 1.6A {Bacillus anthracis} SCOP: b.100.1.1
WP_041722671.1	226	3W6Q_B	224	0.2884	0.1557	3.551	8.0%	| tyrosinase; Four helix bundle, METAL BINDING; 2.052A {Aspergillus oryzae}
WP_014524486.1	46	5LF8_A	46	0.2883	0.0949	5.253	13.0%	| Nucleoside diphosphate-linked moiety X motif; Hydrolase, Structural Genomics, Structural Genomics; 2.56A {Homo sapiens}
WP_010940357.1	67	7JZZ_K	67	0.2854	0.2212	4.385	10.4%	| CRISPR-associated protein Csy1, Type I-F; CRISPR, HYDROLASE-RNA complex;{Pseudomonas aeruginosa}
WP_010939843.1	51	6S0K_k	51	0.2832	0.2782	4.575	5.9%	| 50S ribosomal protein L2, 50S; Ribosome nascent chain in complex; HET: MG; 3.1A {Escherichia coli}
WP_164561858.1	49	4V9F_6	48	0.2676	0.2630	5.489	18.8%	| PROTEIN/RNA Complex; 50S ribosomal subunit, ribonucleoprotein, ribosomal; HET: OMU, UR3, 1MA, NA, MG, CL, OMG, PSU, ACY; 2.404A {Haloarcula marismortui}
WP_164928147.1	51	6XYW_AC	51	0.2635	0.2580	5.674	11.8%	| 60S ribosomal protein L2, mitochondrial; Ribosome, Mitochondria, Plant; 3.86A {Arabidopsis thaliana}
WP_011791744.1	72	5C3I_D	67	0.2581	0.2351	3.887	10.4%	| Histone chaperone ASF1A, Histone H3.1; replication, histone, chaperone, ASF1, MCM; 3.5A {Homo sapiens}
