,locus_tag,old_locus_tag,OctoberProduct,SAdLSApdb,SAdLSApreTMS,SAdLSApreTMS2,SAdLSApdbDescription,pfamID,pfamPreTMS,pfamPreTMS2,pfamDescription,hhblitsID,hhblitsProb,hhblitsDescription
WP_010937727.1,DVU_RS16675,DVU0420,hypothetical,1V4A_A,0.6388,0.1159,"Glutamate-ammonia-ligase adenylyltransferase (E.C.2.7.7.42); main alpha helix, DNA polymerase; 2.0A {Escherichia coli} SCOP: a.24.16.4, d.218.1.9",PF03710.16,0.6310,0.1982,GlnE ; Glutamate-ammonia ligase adenylyltransferase,1OFU_Y,43.33,"CELL DIVISION PROTEIN FTSZ, HYPOTHETICAL; BACTERIAL CELL DIVISION INHIBITOR, FTSZ; HET: GDP; 2.1A {PSEUDOMONAS AERUGINOSA} SCOP: c.37.1.22"
WP_010937746.1,DVU_RS02130,DVU0439,hypothetical,1MWQ_A,0.8035,0.7674,"HYPOTHETICAL PROTEIN HI0828; HI0828, YCII_HAEIN, hypothetical protein, structural; HET: MSE, 1PE; 0.99A {Haemophilus influenzae} SCOP: d.58.4.7",PF02426.17,0.7800,0.8255,MIase ; Muconolactone delta-isomerase,1MWQ_A,99.67,"HYPOTHETICAL PROTEIN HI0828; HI0828, YCII_HAEIN, hypothetical protein, structural; HET: MSE, 1PE; 0.99A {Haemophilus influenzae} SCOP: d.58.4.7"
WP_014524242.1,DVU_RS16680,NULL,hypothetical,2DJN_A,0.7128,0.5424,"Homeobox protein DLX-5; homeobox, DLX5, Structural Genomics, NPPSFA; NMR {Homo sapiens}",PF04282.14,0.6776,0.5354,DUF438 ; Family of unknown function (DUF438),5VID_G,75.92,"Botulinum neurotoxin type B (E.C.3.4.24.69); mini-protein binder, inhibitor, TOXIN; 2.75A {Clostridium botulinum}"
WP_010937762.1,DVU_RS02210,DVU0455,hypothetical,3CQJ_A,0.8879,0.7761,"L-ribulose-5-phosphate 3-epimerase ulaE (E.C.5.1.3.22); TIM-barrel, isomerase, phosphate-binding motif, Structural; 2.04A {Escherichia coli}",PF06134.12,0.8484,0.5436,RhaA ; L-rhamnose isomerase (RhaA),3WQO_B,99.95,"Uncharacterized protein MJ1311; Tim Barrel, Unknown Function; 2.64A {Methanocaldococcus jannaschii DSM 2661}"
WP_010937793.1,DVU_RS02340,DVU0486,hypothetical,4CGY_A,0.5518,0.1159,"DNA TOPOISOMERASE 3-ALPHA (E.C.5.99.1.2), RECQ-MEDIATED; DNA REPLICATION-ISOMERASE COMPLEX, DOUBLE HOLLIDAY; 2.85A {HOMO SAPIENS}",PF11682.9,0.3972,0.3600,zinc_ribbon_11 ; Probable zinc-ribbon,3WWN_B,86.23,"Putative acetylglutamate kinase-like protein, OrfF; Zinc finger, Amino acid kinase; 1.85A {Thermus thermophilus HB27}"
WP_150103613.1,DVU_RS02360,NULL,hypothetical,3MEM_A,0.6557,0.1830,"Putative signal transduction protein; Structural Genomics, Joint Center for; HET: FMT; 2.25A {Marinobacter aquaeolei}",PF01371.20,0.5478,0.5982,Trp_repressor ; Trp repressor protein,2M3A_A,38.84,"Protein KNL-2; MYB-like domain, DNA BINDING PROTEIN; NMR {Caenorhabditis elegans}"
WP_010937802.1,DVU_RS02395,DVU0496,hypothetical,6VDE_B,0.8235,0.9181,"DNA polymerase I (E.C.2.7.7.7); mycobacteria, DNA polymerase, Flap endonuclease; 2.713A {Mycolicibacterium smegmatis}",PF11573.9,0.4283,0.3755,Med23 ; Mediator complex subunit 23,1BGX_T,100.00,"TAQ DNA POLYMERASE, TP7 MAB; DNA POLYMERASE, FAB, PCR, INHIBITION; 2.3A {Thermus aquaticus} SCOP: c.55.3.5, c.120.1.2, e.8.1.1, a.60.7.1"
WP_010937803.1,DVU_RS02400,DVU0497,hypothetical,2FM8_A,0.3875,0.2984,"Surface presentation of antigens protein; type III secretion, chaperone, translocation; 2.2A {Salmonella typhimurium} SCOP: d.198.1.1",PF03692.16,0.4476,0.3527,CxxCxxCC ; Putative zinc- or iron-chelating domain,6KMW_bC,43.51,"PROTEIN; Photosystem I, ELECTRON TRANSPORT; HET: PQN, LHG, SF4, CLA, BCR, LMT, LMG, UNL, CL0; 2.35A {Halomicronema hongdechloris C2206}"
WP_164561746.1,DVU_RS02410,NULL,hypothetical,3PO2_H,0.4549,0.2961,"DNA-directed RNA polymerase II subunit; RNA Polymerase II, mRNA, Transcription; HET: EPE; 3.3A {Saccharomyces cerevisiae}",PF13944.7,0.4469,0.3356,Calycin_like ; Calycin-like beta-barrel domain,5LBJ_A,8.90,Small toxic polypeptide LdrD; Helix bacterial toxin TA type; NMR {N/A}
WP_010937807.1,DVU_RS02425,DVU0501,hypothetical,6D6V_D,0.5649,0.2671,"Telomerase reverse transcriptase, Telomerase-associated protein; Telomerase, telomere, REPLICATION;{Tetrahymena thermophila}",PF12997.8,0.8140,0.7903,"DUF3881 ; Domain of unknown function, E. rectale Gene description (DUF3881)",2A8V_B,18.53,"RHO TRANSCRIPTION TERMINATION FACTOR/RNA COMPLEX; RHO, OB FOLD, SINGLE-STRANDED NUCLEIC; 2.4A {Escherichia coli} SCOP: a.140.3.1, b.40.4.5"
WP_014524246.1,DVU_RS02430,DVU0502,hypothetical,5EIU_D,0.4662,0.4478,"Tripartite motif-containing protein 5,Serine--tRNA ligase,Tripartite; tripartite motif, HIV, viral restriction; 1.908A {Macaca mulatta}",PF11180.9,0.4860,0.4024,DUF2968 ; Protein of unknown function (DUF2968),5X6O_G,67.80,"Serine/threonine-protein kinase MEC1 (E.C.2.7.11.1), DNA; ATR/Mec1, Kinase, Dimeric, TRANSFERASE, TRANSFERASE-DNA; 3.9A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}"
WP_010937830.1,DVU_RS02540,DVU0524,hypothetical,4Q0H_A,0.5396,0.2660,"Deinococcus radiodurans PAS-GAF; PAS GAF, photosensor, response regulator; HET: LBV, IPA; 1.157A {Deinococcus radiodurans R1}",PF04340.13,0.5047,0.3726,"DUF484 ; Protein of unknown function, DUF484",2HC5_A,90.67,"Hypothetical protein yvyC; NESG, GFT-NMR, PSI, Protein Structure; NMR {Bacillus subtilis} SCOP: d.352.1.1"
WP_010937838.1,DVU_RS02580,DVU0532,hypothetical,3IR7_C,0.7333,0.7363,"Respiratory nitrate reductase 1 alpha; Oxidoreductase, Nitrate reductase, electron transfer; HET: HEM, FME, SF4, MD1, AGA; 2.5A {Escherichia coli K-12}",PF02665.15,0.7199,0.7318,Nitrate_red_gam ; Nitrate reductase gamma subunit,1Q16_C,99.77,"Respiratory nitrate reductase 1 alpha; membrane protein, electron-transfer, OXIDOREDUCTASE; HET: MD1, 3PH, FME, SF4, HEM, AGA; 1.9A {Escherichia coli} SCOP: f.21.3.1"
WP_010937839.1,DVU_RS16685,DVU0533,hypothetical,2YY0_D,0.3614,0.3551,"C-Myc-binding protein; conserved hypothetical protein, Structural Genomics; 2.4A {Homo sapiens}",PF02609.17,0.3491,0.3452,Exonuc_VII_S ; Exonuclease VII small subunit,2RDD_B,79.97,"Acriflavine resistance protein B, UPF0092; DRUG RESISTANCE, MULTIDRUG EFFLUX, TRANSPORTER; HET: AIC; 3.5A {Escherichia coli}"
WP_010937889.1,DVU_RS02800,DVU0586,hypothetical,2KX2_A,0.3187,0.2837,"Putative uncharacterized protein; methanobacterium thermoautotrophicum, structural genomics, UNKNOWN; NMR {Methanobacterium thermoautotrophicum}",PF17376.3,0.3140,0.3039,DUF5398 ; Family of unknown function (DUF5398),5FUJ_B,6.61,"MROUPO (E.C.1.11.2.1); OXIDOREDUCTASE, PEROXIDASE/PEROXYGENASE, UNSPECIFIC/AROMATIC PEROXYGENASE, HEME; HET: HEM, BMA, ACT, MAN, NAG; 1.83A {MARASMIUS ROTULA}"
WP_011792814.1,DVU_RS02820,DVU0590,hypothetical,2OFG_X,0.6825,0.6340,"Zinc-transporting ATPase (E.C.3.6.3.5); FERREDOXIN-LIKE FOLD, BETA-ALPHA-BETA-BETA-ALPHA-BETA, STRUCTURAL GENOMICS; NMR {Synechocystis sp.}",PF01709.21,0.5791,0.3072,Transcrip_reg ; Transcriptional regulator,1YJT_A,98.24,"Copper-transporting ATPase 1(E.C.3.6.3.4); metallochaperone, protein-protein interaction, copper(I), metal; HET: CU1; NMR {Homo sapiens}"
WP_010937898.1,DVU_RS02845,DVU0595,DsrE family protein,1L1S_A,0.9142,0.9294,"hypothetical protein MTH1491; Structural Genomics, Hypothetical Protein, PSI; 2.3A {Methanothermobacter thermautotrophicus} SCOP: c.114.1.1",PF02635.16,0.8406,0.7538,DrsE ; DsrE/DsrF-like family,1L1S_A,99.88,"hypothetical protein MTH1491; Structural Genomics, Hypothetical Protein, PSI; 2.3A {Methanothermobacter thermautotrophicus} SCOP: c.114.1.1"
WP_010937906.1,DVU_RS02890,DVU0603,hypothetical,3QVD_C,0.6084,0.3852,"Rubrerythrin; Rubrerythrin, Peroxide reduction, removal of; HET: FE2; 2.0A {Pyrococcus furiosus}",PF11023.9,0.5984,0.5105,DUF2614 ; Zinc-ribbon containing domain,4V4N_Ag,98.34,"Preprotein translocase subunit SecE, Preprotein; archaea, archaeal, ribosomal, 50S, protein; 9.0A {Methanococcus jannaschii}"
WP_010937917.1,DVU_RS02930,DVU0614,hypothetical,6I52_B,0.7585,0.5616,"Replication factor A protein 3; Complex, heterotrimer, DNA binding, OB-fold; 4.7A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}",PF10451.10,0.7467,0.3568,Stn1 ; Telomere regulation protein Stn1,4HSP_A,91.28,"hypothetical protein; PF11736 family protein, DUF3299, Structural; HET: EDO; 2.45A {Pseudomonas aeruginosa}"
WP_010937919.1,DVU_RS02935,DVU0616,hypothetical,3KDF_B,0.6069,0.5996,"Replication protein A 14 kDa; Wheat germ cell free, protein; HET: MSE, EDO; 1.975A {Homo sapiens}",PF10451.10,0.5942,0.3961,Stn1 ; Telomere regulation protein Stn1,1NNX_A,95.56,"Protein ygiW; ygiW, Structural Genomics, hypothetical protein; 1.45A {Escherichia coli} SCOP: b.40.10.1"
WP_010937920.1,DVU_RS02940,DVU0617,hypothetical,2K5V_A,0.7476,0.6994,"Replication protein A; solution NMR structure, replication protein; NMR {Methanococcus maripaludis}",PF10451.10,0.7307,0.3592,Stn1 ; Telomere regulation protein Stn1,4HSP_A,90.54,"hypothetical protein; PF11736 family protein, DUF3299, Structural; HET: EDO; 2.45A {Pseudomonas aeruginosa}"
WP_010937937.1,DVU_RS03010,DVU0634,hypothetical,6FSF_A,0.3760,0.3073,"GTPase-activating protein BEM3; Bem3, PX domain, PH domain; 2.2A {Saccharomyces cerevisiae S288C}",PF11307.9,0.5879,0.6053,DUF3109 ; Protein of unknown function (DUF3109),4ID8_A,19.01,"Putative ferredoxin; 4Fe-4S single cluster domain, ELECTRON; 2.15A {Rhodopseudomonas palustris}"
WP_010937941.1,DVU_RS03030,DVU0638,hypothetical,4W8P_A,0.4517,0.4400,"talin R7R8, Rap1-GTP-interacting adapter molecule; Talin, rod domains, R7R8, R8; 1.5A {Mus musculus}",PF01044.20,0.4434,0.2137,Vinculin ; Vinculin family,5O6V_D,27.16,"Envelope protein, Small envelope protein; tick-borne encephalitis virus, Fab 19/1786; HET: NAG; 3.9A {Tick-borne encephalitis virus (strain Hypr)}"
WP_010937954.1,DVU_RS03095,DVU0651,hypothetical,5L26_C,0.5830,0.5150,"Nucleoside permease; transporter, nucleoside, elevator-type alternate access; HET: URI, 6ZL; 3.4A {Neisseria wadsworthii 9715}",PF02652.15,0.6007,0.4753,Lactate_perm ; L-lactate permease,5L26_C,94.74,"Nucleoside permease; transporter, nucleoside, elevator-type alternate access; HET: URI, 6ZL; 3.4A {Neisseria wadsworthii 9715}"
WP_010937959.1,DVU_RS03120,DVU0656,hypothetical,2HF1_B,0.7022,0.7104,"Tetraacyldisaccharide-1-P 4-kinase (E.C.2.7.1.130); Tetraacyldisaccharide-1-P 4-kinase, LpxK, lipid A; HET: MSE; 1.9A {Chromobacterium violaceum} SCOP: b.171.1.1",PF06044.13,0.6128,0.2969,DpnI ; Dam-replacing family,2JNY_A,99.41,"Uncharacterized BCR; cgr1, NESG, Structural Genomics, PSI-2; NMR {Corynebacterium glutamicum} SCOP: b.171.1.1"
WP_010937972.1,DVU_RS03185,DVU0669,hypothetical,5H18_A,0.8321,0.7373,"UGGT; ENDOPLASMIC RETICULUM, QUALITY CONTROL, GLUCOSYLTRANSFERASE; HET: UPG, MSE; 1.4A {Thermomyces dupontii}",PF18404.2,0.7734,0.7424,Glyco_transf_24 ; Glucosyltransferase 24,5GVW_D,99.80,"Glycosyl transferase family 8; the glycosyltransferase, serine-rich repeat protein; 2.4A {Streptococcus pneumoniae}"
WP_010937991.1,DVU_RS03265,DVU0688,hypothetical,5ANP_A,0.7980,0.5051,"BA41; ANTARCTIC BACTERIA, BA41, UNKNOWN FUNCTION; 1.4A {BIZIONIA ARGENTINENSIS}",PF17174.5,0.6303,0.7540,DUF5130 ; Domain of unknown function (DUF5130),5ANP_A,99.84,"BA41; ANTARCTIC BACTERIA, BA41, UNKNOWN FUNCTION; 1.4A {BIZIONIA ARGENTINENSIS}"
WP_010938012.1,DVU_RS03370,DVU0711,hypothetical,6P0E_A,0.8123,0.2886,"DNA ligase 1/DNA Complex; protein-DNA complex, phosphotransferase, OB fold; HET: 8OG, PEG, AMP, TRS; 1.85A {Homo sapiens}",PF01068.22,0.7497,0.7724,DNA_ligase_A_M ; ATP dependent DNA ligase domain,6IMJ_A,95.79,"DNA ligase/DNA Complex; AsfvLIG with C:G complex, LIGASE-DNA; HET: MSE, ATP; 2.554A {African swine fever virus}"
WP_010938030.1,DVU_RS03450,DVU0729,hypothetical,4OPX_F,0.4137,0.1785,"Poly [ADP-ribose] polymerase 1; zinc finger, DNA binding, PARP; HET: 2UR; 3.314A {Homo sapiens}",PF05847.12,0.4550,0.2427,Baculo_LEF-3 ; Nucleopolyhedrovirus late expression factor 3 (LEF-3),3JBN_1,8.65,PROTEIN/RNA Complex; RIBOSOME; 4.7A {Plasmodium falciparum 3D7}
WP_010938032.1,DVU_RS03460,DVU0731,hypothetical,3TQI_A,0.5280,0.4666,"GMP synthase [glutamine-hydrolyzing] (E.C.6.3.5.2); GMP synthase, LIGASE; 2.84A {Coxiella burnetii}",PF03345.15,0.5083,0.5260,DDOST_48kD ; Oligosaccharyltransferase 48 kDa subunit beta,1T0B_E,98.53,"ThuA-like protein; trehalose metabolism, NCS symmetry, Structural; 1.7A {Geobacillus stearothermophilus} SCOP: c.23.16.6"
WP_010938042.1,DVU_RS03510,DVU0741,hypothetical,4N4R_D,0.6076,0.5193,"LPS-assembly protein LptD, LPS-assembly lipoprotein; Beta barrel, Translocase, Lipopolysaccharide transport; HET: MSE, CAC; 2.8A {Salmonella enterica subsp. enterica serovar Typhimurium}",PF17405.3,0.5442,0.4343,Nrap_D4 ; Nrap protein nucleotidyltransferase domain 4,2KO2_A,65.34,"Reticulon-4; NOGO, membrane protein, peripheral, DPC; NMR {Mus musculus}"
WP_011792721.1,DVU_RS03590,DVU0758,hypothetical,4G9I_F,0.6998,0.1196,"Hydrogenase maturation protein HypF; Zinc finger, Hydrogenase maturation, ATP; HET: MSE, ZN; 4.5A {Thermococcus kodakarensis}",PF15585.7,0.6308,0.5375,Imm7 ; Immunity protein 7,2LXF_A,84.41,"Uncharacterized protein; Beaver fever, giardiasis, Seattle Structural; NMR {Giardia lamblia}"
WP_010938073.1,DVU_RS03665,DVU0772,hypothetical,4DOK_B,0.4897,0.3185,"Similarity to chalcone-flavonone isomerase; chalcone-isomerase like protein, chalcone-isomerase like; 1.7A {Arabidopsis thaliana}",PF15866.6,0.4704,0.2748,DUF4729 ; Domain of unknown function (DUF4729),6A7V_U,64.39,"Ribonuclease VapC11 (E.C.3.1.-.-), Antitoxin VapB11; VapBC, Endoribonuclease, tRNase, Rv1560-Rv1561, TOXIN; HET: SO4, 1PE; 1.67A {Mycobacterium tuberculosis H37Rv}"
WP_010938074.1,DVU_RS03670,DVU0773,hypothetical,2CPN_A,0.5048,0.4748,"TAR RNA-binding protein 2; double-stranded RNA binding domain, dsRBD; NMR {Homo sapiens} SCOP: d.50.1.1",PF00536.31,0.5338,0.5871,SAM_1 ; SAM domain (Sterile alpha motif),5XM8_C,46.58,"Repair DNA polymerase X/DNA Complex; PolX, DNA enzyme, Pb, TRANSFERASE-DNA; HET: PO4; 2.55A {African swine fever virus (strain Badajoz 1971 Vero-adapted)}"
WP_010938088.1,DVU_RS03725,DVU0787,hypothetical,6FNP_A,0.7201,0.6401,"Membrane protein, Energy-coupling factor transporter; Vitamin B12, ECF transporter, Membrane; 3.4A {Lactobacillus delbrueckii}",PF04093.13,0.8184,0.7832,MreD ; rod shape-determining protein MreD,6FNP_A,42.02,"Membrane protein, Energy-coupling factor transporter; Vitamin B12, ECF transporter, Membrane; 3.4A {Lactobacillus delbrueckii}"
WP_010938093.1,DVU_RS03750,DVU0792,hypothetical,2DIQ_A,0.6333,0.6333,"Tudor and KH domain-containing protein; TUDOR domain, Tudor and KH; NMR {Homo sapiens} SCOP: b.34.9.1",PF01653.19,0.5895,0.2666,DNA_ligase_aden ; NAD-dependent DNA ligase adenylation domain,1NME_A,13.16,"caspase-3 large and small subunits; cysteine proteinase  SULFONAMIDE inhibition; HET: 158, 159; 1.6A {Homo sapiens} SCOP: c.17.1.1"
WP_010938106.1,DVU_RS03805,DVU0805,hypothetical,3MLF_B,0.6793,0.6151,"transcriptional regulator; structural genomics, Helix-turn-helix XRE-family like; HET: MSE; 2.6A {Staphylococcus aureus subsp. aureus}",PF06892.12,0.8289,0.5396,Phage_CP76 ; Phage regulatory protein CII (CP76),2K9Q_A,97.01,"uncharacterized protein; all helix, helix-turn-helix, Plasmid, Structural; NMR {Bacteroides thetaiotaomicron}"
WP_010938118.1,DVU_RS03865,DVU0817,hypothetical,6ZY2_A,0.8301,0.7181,"YrbD protein, ABC transporter maintaining; phospholipid, phospholipid transport, ABC transporter; 3.6A {Escherichia coli B185}",PF04085.15,0.5061,0.5436,MreC ; rod shape-determining protein MreC,6XBD_E,99.61,"Phospholipid ABC transporter-binding proteins; lipid transport, bacterial cell envelope; HET: PEF;{Escherichia coli DEC6A}"
WP_010938119.1,DVU_RS03870,DVU0818,fused MFS/spermidine synthase,7BTP_B,0.5086,0.5551,"Type-1 restriction enzyme EcoR124II specificity; Cryoelectron microscopy, Innate immune mechanism; 4.01A {Escherichia coli}",PF14314.7,0.5518,0.4852,Methyltrans_Mon ; Virus-capping methyltransferase,3GJY_A,99.46,"Spermidine synthase; APC62791, spermidine synthase, Corynebacterium glutamicum; 1.47A {Corynebacterium glutamicum ATCC 13032}"
WP_010938122.1,DVU_RS03880,DVU0821,hypothetical,2MII_A,0.6507,0.6565,"Penicillin-binding protein activator LpoB; LpoB, PBP1B activator, peptidoglycan synthesis; NMR {Escherichia coli}",PF13036.7,0.6091,0.8017,LpoB ; Peptidoglycan-synthase activator LpoB,2MII_A,99.19,"Penicillin-binding protein activator LpoB; LpoB, PBP1B activator, peptidoglycan synthesis; NMR {Escherichia coli}"
WP_014524278.1,DVU_RS03885,DVU0822,hypothetical,4F54_A,0.4599,0.5149,"Uncharacterized protein; PF13590 family protein, DUF4136, Structural; HET: SO4; 1.6A {Bacteroides thetaiotaomicron}",PF05818.13,0.4765,0.4988,TraT ; Enterobacterial TraT complement resistance protein,3ZBI_L,93.33,"TRAF PROTEIN, TRAO PROTEIN, TRAN; CELL ADHESION, BACTERIAL SECRETION; 8.5A {ESCHERICHIA COLI}"
WP_010938143.1,DVU_RS03985,DVU0842,hypothetical,2IC6_B,0.7450,0.7307,"Nucleocapsid protein; Sin Nombre Virus, Hantavirus, Bunyaviridae; 1.15A {Sin Nombre virus}",PF02996.18,0.7470,0.5312,Prefoldin ; Prefoldin subunit,4G1A_C,89.59,"AQ-C16C19 peptide; helical bundles, metallopeptide complexes, polynuclear; 1.85A {N/A}"
WP_010938151.1,DVU_RS04020,DVU0851,hypothetical,7JU4_A,0.4952,0.1897,"Dynein regulatory complex subunit 4; cilia, native, complex, microtubule, mechanoregulation; HET: GTP, GDP, ATP, MG; 3.4A {Chlamydomonas reinhardtii}",PF13166.7,0.4855,0.2192,AAA_13 ; AAA domain,6GAP_A,92.47,"Outer capsid protein sigma-1; cell attachment protein, reovirus sigma1; 2.15A {Mammalian orthoreovirus 3 Dearing}"
WP_011792671.1,DVU_RS04060,NULL,hypothetical,6IUH_B,0.7392,0.6464,"ARF GTPase-activating protein GIT1, Liprin-alpha-2; Complex, PROTEIN BINDING; 1.8A {Rattus norvegicus}",PF06746.12,0.7051,0.6415,DUF1216 ; Protein of unknown function (DUF1216),6U42_5S,53.98,"Tubulin beta, Tubulin alpha, PACRG; motile cilia, microtubule doublet, repetitive; HET: GTP, MG, GDP; 3.4A {Chlamydomonas reinhardtii}"
WP_014524282.1,DVU_RS04065,DVU0859,zinc-ribbon domain-containing protein,4YFK_L,0.3716,0.2983,"Escherichia coli RNA polymerase alpha; switch region, squaramide, transcription-inhibitor complex; HET: 4C6; 3.571A {Escherichia coli O139:H28 (strain E24377A / ETEC)}",PF12297.9,0.3389,0.3399,EVC2_like ; Ellis van Creveld protein 2 like protein,3WWN_B,97.11,"Putative acetylglutamate kinase-like protein, OrfF; Zinc finger, Amino acid kinase; 1.85A {Thermus thermophilus HB27}"
WP_010940669.1,DVU_RS04070,DVU4019,hypothetical,6FXY_A,0.5133,0.4060,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (E.C.1.14.11.4); Lysyl Hydroxylase, Galacosyltransferase, Glucosyltransferase, Collagen; HET: NAG, GOL, UDP, AKG; 2.138A {Homo sapiens}",PF05679.17,0.4426,0.4400,CHGN ; Chondroitin N-acetylgalactosaminyltransferase,5HEA_B,98.98,"Putative glycosyltransferase (GalT1); Glycosyltransferase, helix binding domain, TRANSFERASE; 2.003A {Streptococcus parasanguinis FW213}"
WP_011792655.1,DVU_RS04160,DVU0880,hypothetical,2YT9_A,0.6087,0.6041,"zinc finger-containing protein 1; Zinc-finger, C2H2, Structural Genomics, NPPSFA; HET: ZN; NMR {Homo sapiens} SCOP: g.37.1.1",PF02318.17,0.5363,0.4495,FYVE_2 ; FYVE-type zinc finger,1VD4_A,92.81,"Transcription initiation factor IIE, alpha; ZINC FINGER, Transcription; HET: ZN; NMR {Homo sapiens} SCOP: g.41.3.1"
WP_010938181.1,DVU_RS04170,DVU0882,hypothetical,3JC8_Nj,0.6151,0.4599,"PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}",PF12693.8,0.6253,0.6348,GspL_C ; GspL periplasmic domain,6ITH_A,39.29,"Syndecan-2; membrane protein, DPC, micelles; NMR {Homo sapiens}"
WP_014524284.1,DVU_RS04185,NULL,hypothetical,4OGR_H,0.3206,0.3297,"Cyclin-dependent kinase 9 (E.C.2.7.11.22, 2.7.11.23); P-TEFb, cyclin-dependent kinase 9, cyclin; HET: TPO, ADN, ACE; 3.0A {Homo sapiens}",PF00130.23,0.2960,0.3139,C1_1 ; Phorbol esters/diacylglycerol binding domain (C1 domain),3HR4_A,7.90,"Nitric oxide synthase, inducible (E.C.1.14.13.39); inducible nitric oxide synthase, NOS; HET: CA, FMN; 2.5A {Homo sapiens}"
WP_010938206.1,DVU_RS04300,DVU0907,hypothetical,6ELZ_w,0.4076,0.4521,"60S ribosomal protein L13-A, 60S; Large Subunit Biogenesis Nucleolus, RIBOSOME; 3.3A {Saccharomyces cerevisiae}",PF17825.2,0.3291,0.2571,DUF5587 ; Family of unknown function (DUF5587),6DUB_A,98.79,"Alpha N-terminal protein methyltransferase 1B; methyltransferase, Structural Genomics, Structural Genomics; HET: UNX, GOL, SAH, 5JP; 1.2A {Homo sapiens}"
WP_011792639.1,DVU_RS04310,DVU0909,hypothetical,3KXA_D,0.5636,0.5853,"Putative uncharacterized protein; NGO0477, Neisseria gonorrhoeae, New protein; HET: CL, ASN, MSE, UNX; 2.8A {Neisseria gonorrhoeae}",PF07900.12,0.5220,0.4038,DUF1670 ; Protein of unknown function (DUF1670),5ZFR_C,93.73,"Type IV pilus biogenesis ATPase; extension motor, TRANSPORT PROTEIN; HET: PO4; 3.1A {Geobacter sulfurreducens PCA}"
WP_150103627.1,DVU_RS04325,DVU0912,hypothetical,5ZWN_X,0.4191,0.2075,"U1 small nuclear ribonucleoprotein 70; spliceosme, assemply, pre-B complex, U1; 3.3A {Saccharomyces cerevisiae S288c}",PF12072.9,0.4323,0.4587,RNase_Y_N ; RNase Y N-terminal region,2YVY_A,93.93,"Mg2+ transporter MgtE; membrane protein, TRANSPORT PROTEIN; 2.3A {Thermus thermophilus}"
WP_164561638.1,DVU_RS16690,NULL,hypothetical,5HUZ_B,0.3801,0.3801,"Protein phosphatase 1 regulatory subunit; VASCULAR SMOOTH MUSCLE CELL, SIGNALING; NMR {Homo sapiens}",PF18499.2,0.3086,0.3073,Cue1_U7BR ; Ubc7p-binding region of Cue1,6ITH_A,84.64,"Syndecan-2; membrane protein, DPC, micelles; NMR {Homo sapiens}"
WP_014524293.1,DVU_RS04430,DVU0934,hypothetical,6NY2_Y,0.4228,0.0609,"CasX/DNA/RNA Complex; CasX, sgRNA, target DNA, CRISPR; 3.2A {Deltaproteobacteria bacterium}",PF07282.12,0.4285,0.4853,OrfB_Zn_ribbon ; Putative transposase DNA-binding domain,3WWN_B,74.44,"Putative acetylglutamate kinase-like protein, OrfF; Zinc finger, Amino acid kinase; 1.85A {Thermus thermophilus HB27}"
WP_010938236.1,DVU_RS04445,DVU0937,hypothetical,1X1F_A,0.5374,0.4842,"BRDG1 protein; Docking protein BRDG1, PH domain; NMR {Homo sapiens} SCOP: b.55.1.1",PF14593.7,0.4862,0.5641,PH_3 ; PH domain,1IW4_A,19.78,"trypsin inhibitor; solution structure, ascidian, trypsin inhibitor; NMR {Halocynthia roretzi} SCOP: g.68.1.1"
WP_010938238.1,DVU_RS04455,DVU0939,hypothetical,4LUH_A,0.5546,0.2942,"Serum albumin; Helical structure, transport, Fatty acids; HET: LMR, 2Q5, DIU, ACT, MLI, SIN; 2.2A {Ovis aries}",PF09657.11,0.4648,0.3249,Cas_Csx8 ; CRISPR-associated protein Csx8 (Cas_Csx8),6YSF_F,97.70,"Chemotaxis motB protein, Chemotaxis MotA; Stator Flagellar rotation ion driven;{Clostridium sporogenes}"
