Query       	qlen	Templa	alnlen	Prob	E-value	SID	Neff	Description
WP_010939467.1	51	1NH2_B	51	14.71	17	18%	1	| Transcription initiation factor TFIID, Transcription; TRANSCRIPTION/DNA, TRANSCRIPTION-DNA complex; 1.9A {Saccharomyces cerevisiae} SCOP: a.32.1.1
WP_010940584.1	109	6WUC_W	85	17.54	17	18%	1	| Inner kinetochore subunit MCM16, Inner; kinetochore, cell cycle, chromosome segregation;{Saccharomyces cerevisiae}
WP_150100223.1	66	5IA8_A	48	17.99	17	31%	1	| Ubiquitin-like modifier-activating enzyme 5,Ubiquitin-fold modifier; Ubiquitin like protein, cell cycle; 2.0A {Homo sapiens}
WP_010940510.1	83	6R99_A	68	15.98	18	31%	1	| Ceroid-lipofuscinosis neuronal protein 5; neuronal ceroid lipofiscinosis, CLN5, circularly-permuted; HET: MSE, NAG, BMA; 2.7A {Homo sapiens}
WP_014524400.1	470	2LT3_A	94	14.45	18	7%	4.22178	| Transcriptional regulator, CarD family; CdnL, CarD, TRCF-RID, PF02559, RNA; NMR {Myxococcus xanthus}
WP_010938093.1	110	1NME_A	105	13.16	20	12%	5.25715	| caspase-3 large and small subunits; cysteine proteinase  SULFONAMIDE inhibition; HET: 158, 159; 1.6A {Homo sapiens} SCOP: c.17.1.1
WP_010938665.1	290	2HY6_E	34	16.36	20	21%	6.2167	| General control protein GCN4; protein design, parallel heptamer, protein; HET: HEZ; 1.25A {Saccharomyces cerevisiae} SCOP: h.1.3.1
WP_014524429.1	118	2IJQ_B	109	13.29	20	17%	1	| PROTEIN; structural genomics, hypothetical protein, PSI; 1.88A {Haloarcula marismortui}
WP_010939872.1	135	4L3U_A	78	14.27	21	18%	2.46021	| Uncharacterized protein; PF1209 family protein, DUF 3571; 1.95A {Acinetobacter baumannii}
WP_010938691.1	85	6FOS_F	71	14.02	22	31%	1	| Similar to chlorophyll a/b-binding protein; membrane protein, photosynthetic complex, reaction; HET: SF4, CLA, BCR, PQN; 4.0A {Cyanidioschyzon merolae (strain 10D)}
WP_010940106.1	233	3D36_C	37	14.84	22	14%	6.68657	| Sensor protein (E.C.2.7.13.3), Kinase inhibitor; GHKL ATPase, Four Helix Bundle; HET: ADP, MPD; 2.03A {Geobacillus stearothermophilus}
WP_011792423.1	149	4UZX_A	64	13.63	23	14%	3.67351	| PROTEIN THO1; RNA BINDING PROTEIN, THO1; NMR {SACCHAROMYCES CEREVISIAE}
WP_010940525.1	203	6IVU_B	84	12.26	24	14%	3.21139	| Anti-sigma-I factor RsgI1, RNA polymerase; sigma factor, TRANSCRIPTION; NMR {Hungateiclostridium thermocellum ATCC 27405}
WP_010939875.1	99	4ACV_B	83	8.94	25	8%	1	| PROPHAGE LAMBDALM01, ANTIGEN B; IMMUNE SYSTEM, SURFACE, PHAGE-RELATED; 2.401A {LISTERIA MONOCYTOGENES}
WP_010940100.1	112	6YJ4_i	61	13.37	25	21%	1	| NADH-ubiquinone oxidoreductase chain 3 (E.C.7.1.1.2); NADH:Ubiquinone Oxidoreductase, complex I, MEMBRANE; HET: SF4, FME, 2MR, PLC, FMN, NDP, EHZ, CDL, 3PE, LMT; 2.7A {Yarrowia lipolytica}
WP_010937571.1	184	6VMI_m	114	13.04	26	15%	4.83369	| 28S ribosomal protein S2, mitochondrial; mitochondrial elongation factor-G1, 55S ribosome; HET: Y5P, P5P, MG, GCP, GDP; 2.96A {Homo sapiens}
WP_014524426.1	98	5JHI_A	35	14.83	26	26%	1.23258	| W35; DE NOVO PROTEIN; NMR {synthetic construct}
WP_014524486.1	46	1P4Q_A	46	13.71	26	17%	1	| Cbp/p300-interacting transactivator 2, E1A-associated protein; helix, protein-protein complex, TRANSCRIPTION-TRANSFERASE COMPLEX; HET: ZN; NMR {Homo sapiens} SCOP: j.96.1.1
WP_010939407.1	220	1DD4_C	40	10.95	27	13%	3.17108	| 50S RIBOSOMAL PROTEIN L7/L12; DIMER FORMATION, FLEXIBILITY, HINGE REGION; HET: TBR; 2.4A {Thermotoga maritima} SCOP: a.108.1.1
WP_010939618.1	106	6XYB_C	72	12.59	27	17%	2.62505	| Uncharacterized protein; Q4D6Q5, Trypanosoma, neglected diseases, UNKNOWN; HET: CSO; 1.47A {Trypanosoma cruzi (strain CL Brener)}
WP_164928147.1	51	4J6S_G	38	13.18	28	34%	1	| 14-3-3 protein gamma, N-terminal motif; 14-3-3 proteins, peptide binding, Dopamine; HET: SEP; 3.08A {Homo sapiens}
WP_010938777.1	112	5KDO_G	62	10.47	29	13%	3.72519	| Guanine nucleotide-binding protein G(i), alpha-1; Heterotrimeric G protein G protein; HET: GDP; 1.9A {Rattus norvegicus}
WP_010939024.1	64	2E6X_C	51	13.18	29	16%	7.2803	| Hypothetical protein TTHA1281; unknown function protein, NPPSFA, National; HET: MSE; 2.0A {Thermus thermophilus}
WP_010939862.1	112	5KDO_G	62	10.50	29	15%	3.72871	| Guanine nucleotide-binding protein G(i), alpha-1; Heterotrimeric G protein G protein; HET: GDP; 1.9A {Rattus norvegicus}
WP_164561858.1	49	5XTC_g	34	10.62	29	18%	1	| NADH dehydrogenase [ubiquinone] iron-sulfur protein; Homo sapiens, Oxidoreductase, Respiratory, Complex; HET: 8Q1, PLX, CDL, PEE; 3.7A {Homo sapiens}
WP_010938459.1	63	4WT5_B	36	10.12	31	22%	1	| AtRaf1.2; assembly chaperone, chaperone; 2.568A {Arabidopsis thaliana}
WP_010940303.1	293	2MN5_A	23	12.11	32	35%	1	| entity; Antibiotic and Antimicrobial protein, ANTIMICROBIAL; NMR {Coprinopsis cinerea}
WP_014524284.1	62	3HR4_A	13	7.90	33	54%	1	| Nitric oxide synthase, inducible (E.C.1.14.13.39); inducible nitric oxide synthase, NOS; HET: CA, FMN; 2.5A {Homo sapiens}
WP_014524624.1	671	3USW_A	218	9.45	33	15%	4.14023	| Flagellar motor switch protein; motor switch protein, flagellar motor; 2.601A {Helicobacter pylori}
WP_150103628.1	303	5KPE_A	99	11.80	36	16%	7.10049	| De novo Beta Sheet Design; Structural Genomics, PSI-Biology, Northeast Structural; NMR {synthetic construct}
WP_010940218.1	138	5V2C_Z	60	10.24	39	17%	6.60232	| Photosystem II protein D1 (E.C.1.10.3.9); ELECTRON TRANSPORT, PHOTOSYNTHESIS; HET: CLA, BCR, LMT, 2PE, HEM, MHS, SQD, DGD, PGE, PG4, LMG, 1PE, FME, LHG, BCT, P6G, GOL, OEX, HTG, PL9, PHO, EDO; 1.9A {Thermosynechococcus vulcanus}
WP_011176730.1	307	3WMJ_B	25	10.75	40	24%	5.51009	| EIAV vaccine gp45; alpha-helix, virus fusion, envelope, VIRAL; 1.998A {Equine}
WP_010938030.1	151	3JBN_1	112	8.65	43	13%	5.76135	| PROTEIN/RNA Complex; RIBOSOME; 4.7A {Plasmodium falciparum 3D7}
WP_164561746.1	73	5LBJ_A	35	8.90	48	26%	1	| Small toxic polypeptide LdrD; Helix bacterial toxin TA type; NMR {N/A}
WP_010938818.1	72	1B35_D	46	9.35	49	33%	1	| PROTEIN (CRICKET PARALYSIS VIRUS, STRAIN; INSECT PICORNA-LIKE VIRUS, Icosahedral virus; 2.4A {Cricket paralysis virus} SCOP: b.121.4.1
WP_014524365.1	83	4B2U_A	35	8.73	51	23%	1	| S67; TOXIN, SPIDER VENOM PEPTIDE, ICK; NMR {SICARIUS DOLICHOCEPHALUS}
WP_010940069.1	469	2MMU_A	64	8.20	52	13%	7.13087	| Cell division protein CrgA; CrgA structure, Membrane protein, Hydrated; NMR {Mycobacterium tuberculosis}
WP_010937889.1	74	5FUJ_B	74	6.61	54	9%	4.73238	| MROUPO (E.C.1.11.2.1); OXIDOREDUCTASE, PEROXIDASE/PEROXYGENASE, UNSPECIFIC/AROMATIC PEROXYGENASE, HEME; HET: HEM, BMA, ACT, MAN, NAG; 1.83A {MARASMIUS ROTULA}
WP_164562126.1	140	5Z08_D	44	7.27	57	23%	5.49591	| Cenp-I, Cenp-K, Cenp-H; protein complex, kinetochore, centromere, CELL; 2.199A {Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)}
WP_010939744.1	160	1SGV_B	136	5.08	69	16%	1.56981	| tRNA pseudouridine synthase B (E.C.4.2.1.70); Hinged motion, tRNA modification, Structural; 1.9A {Mycobacterium tuberculosis} SCOP: d.265.1.2, b.122.1.1
WP_014524392.1	106	1K1F_B	59	7.07	69	7%	7.82576	| BREAKPOINT CLUSTER REGION PROTEIN (E.C.2.7.1.-); Oligomerization, coiled coil, Bcr-Abl kinase; HET: MSE; 2.2A {Homo sapiens} SCOP: a.147.1.1
WP_010938972.1	578	5WUJ_A	37	6.82	70	22%	3.94922	| Flagellar M-ring protein, Flagellar motor; flagellar motor, MS-ring, C-ring, MOTOR; 2.3A {Helicobacter pylori 26695}
WP_010939559.1	170	1QCR_D	63	6.01	72	8%	6.16312	| UBIQUINOL CYTOCHROME C OXIDOREDUCTASE, PROTOPORPHYRIN; BC1, QCR, MEMBRANE PROTEIN, PROTON; HET: HEM; 2.7A {Bos taurus} SCOP: f.23.11.1, a.3.1.3
WP_010940532.1	222	4L0N_E	48	5.59	91	19%	9.2812	| Serine/threonine-protein kinase 3 (E.C.2.7.11.1); Structural Genomics, Structural Genomics Consortium; 1.4A {Homo sapiens}
WP_010939004.1	114	6NHJ_e	62	3.90	1.3e+02	23%	1	| MCP, Tegument protein, Small capsomere-interacting; cryoEM, beta-herpesvirus, murine cytomegalovirus, human; 5.0A {Murine cytomegalovirus (strain Smith)}
WP_010939029.1	323	4AYB_Q	104	1.84	3.7e+02	13%	9.84101	| DNA-DIRECTED RNA POLYMERASE (E.C.2.7.7.6); TRANSFERASE, MULTI-SUBUNIT, TRANSCRIPTION; HET: ZN; 3.202A {SULFOLOBUS SHIBATAE}
